"idpersona","cod_materia","aprueba","nombrecolegio","idpais","anio","idtipoalumno","fecha_examen"
113962,"HIB02","S","ESCUELA N° 7721",54,2022,2,28/07/2022
113962,"HIB04","S","ESCUELA N° 7721",54,2022,2,29/11/2022
115641,"10086","S","JOSE TOSCHKE",54,2022,2,19/08/2022
115641,"11008","S","JOSE TOSCHKE",54,2022,2,20/12/2022
115641,"12002","S","JOSE TOSCHKE",54,2022,2,25/10/2022
115641,"16182","S","JOSE TOSCHKE",54,2022,2,12/12/2022
117209,"16225","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16256","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16257","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16258","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16259","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16260","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16261","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16262","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16263","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16264","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16265","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16266","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16267","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16268","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16269","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16270","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16271","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16272","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"16273","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
117209,"E0499","S","CENTRO B.S.P.A. EX NRO. 2 COLEGIO ARAOZ",54,2022,2,06/04/2022
49307,"028","S","OTROS",54,2022,4,25/07/2022
86456,"MA045","S","INSTITUTO MARIA AUXILIADORA",54,2022,9,16/05/2022
86456,"MA046","S","INSTITUTO MARIA AUXILIADORA",54,2022,9,16/05/2022
86248,"MA045","S","CIUDAD DE YAPEYU",54,2022,9,16/05/2022
113107,"MA002","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,2,29/07/2022
113107,"QU001","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,2,05/12/2022
115088,"FA007","S","NÉSTOR GONZÁLEZ SALVATIERRA",54,2022,2,27/07/2022
115088,"IF001","S","NÉSTOR GONZÁLEZ SALVATIERRA",54,2022,2,16/12/2022
109626,"FA007","S","SANTO DOMINGO SAVIO",54,2022,2,22/06/2022
113515,"A01","S","ESCUELA PROVINCIAL N° 765",54,2022,2,08/07/2022
113515,"A02","S","ESCUELA PROVINCIAL N° 765",54,2022,2,29/07/2022
113515,"A03","S","ESCUELA PROVINCIAL N° 765",54,2022,2,04/07/2022
113515,"A04","S","ESCUELA PROVINCIAL N° 765",54,2022,2,16/12/2022
113515,"A06","S","ESCUELA PROVINCIAL N° 765",54,2022,2,07/12/2022
65358,"FA007","S","GRAL. ING. ALONSO BALDRICH",54,2022,2,22/06/2022
98566,"FA007","S","INSTITUTO SALESIANO DEAN FUNES",54,2022,9,23/11/2022
76940,"TMC1","S","LEANDRO N.ALEM",54,2022,2,18/10/2022
76940,"TMC2","S","LEANDRO N.ALEM",54,2022,2,18/10/2022
76940,"TMC3","S","LEANDRO N.ALEM",54,2022,2,25/07/2022
65358,"IF001","S","GRAL. ING. ALONSO BALDRICH",54,2022,2,23/06/2022
65358,"IF002","S","GRAL. ING. ALONSO BALDRICH",54,2022,2,24/06/2022
65358,"MA008","S","GRAL. ING. ALONSO BALDRICH",54,2022,2,22/11/2022
65358,"MA045","S","GRAL. ING. ALONSO BALDRICH",54,2022,2,04/07/2022
108041,"GA004","S","SANTO DOMINGO SAVIO",54,2022,2,02/12/2022
32468,"A01","S","OTROS",54,2022,5,10/03/2022
32468,"A02","S","OTROS",54,2022,5,12/08/2022
50232,"017","S","OTROS",54,2022,5,02/08/2022
75273,"014","S","ESCUELA PROVINCIAL N° 751",54,2022,5,14/09/2022
75273,"029","S","ESCUELA PROVINCIAL N° 751",54,2022,5,03/02/2022
75273,"032","S","ESCUELA PROVINCIAL N° 751",54,2022,5,06/12/2022
77573,"A02","S","ESCUELA PROVINCIAL N° 751",54,2022,5,10/03/2022
100630,"FA007","S","GUARDACOSTAS RÍO IGUAZÚ",54,2022,2,22/06/2022
114322,"QU001","S","ESCUELA AGROTÉCNICA CASIMIRO SZLÁPELIS",54,2022,2,15/12/2022
113078,"MA001","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,27/07/2022
113876,"16258","S","COLEGIO SECUNDARIO NRO. 14",54,2022,2,16/08/2022
114988,"16139","S","COLEGIO PROVINCIAL NRO.766 PERITO FRANCISCO MORENO",54,2022,2,19/08/2022
107814,"GA003","S","INSTITUTO SALESIANO DEAN FUNES",54,2022,2,29/07/2022
113982,"MA002","S","ESCUELA POLIMODAL NRO. 14 CARLOS VERGARA",54,2022,2,16/12/2022
113982,"QU001","S","ESCUELA POLIMODAL NRO. 14 CARLOS VERGARA",54,2022,2,15/12/2022
74896,"012","S","INSTITUTO CAMWY",54,2022,4,17/08/2022
74896,"020","S","INSTITUTO CAMWY",54,2022,4,07/02/2022
74896,"022","S","INSTITUTO CAMWY",54,2022,4,17/11/2022
75999,"029","S","INSTITUTO PADRE JUAN MUZIO",54,2022,4,03/02/2022
115175,"10086","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,16/08/2022
115175,"12023","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,29/11/2022
115175,"16010","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,12/09/2022
115110,"FA007","S","LEANDRO N.ALEM",54,2022,2,29/07/2022
114464,"FA007","S","JOSÉ TOSCHKE",54,2022,2,29/07/2022
77161,"026","S","CABO BOMBERO VOLUNTARIO JUAN MANUEL PASSERINNI",54,2022,5,23/08/2022
26645,"019","S","ESCUELA DE EDUCACION MEDIA NRO. 1",54,2022,4,07/07/2022
26645,"023","S","ESCUELA DE EDUCACION MEDIA NRO. 1",54,2022,4,16/12/2022
26645,"032","S","ESCUELA DE EDUCACION MEDIA NRO. 1",54,2022,4,17/02/2022
44522,"A06","S","OTROS",54,2022,4,21/12/2022
88596,"016","S","COLEGIO NACIONAL DE TRELEW",54,2022,4,11/08/2022
88596,"017","S","COLEGIO NACIONAL DE TRELEW",54,2022,4,02/08/2022
88596,"023","S","COLEGIO NACIONAL DE TRELEW",54,2022,4,07/02/2022
88596,"031","S","COLEGIO NACIONAL DE TRELEW",54,2022,4,06/12/2022
101099,"GA004","S","INSTITUTO PRIVADO PEDRO GOYENA",54,2022,2,16/12/2022
83010,"028","S","INSTITUTO DON BOSCO",54,2022,5,07/07/2022
70431,"028","S","DR. JULIAN RIPA",54,2022,4,07/07/2022
70431,"029","S","DR. JULIAN RIPA",54,2022,4,07/12/2022
70431,"030","S","DR. JULIAN RIPA",54,2022,4,07/12/2022
88880,"GC001","S","DON SANTIAGO ESTRADA",54,2022,2,04/08/2022
88880,"GC002","S","DON SANTIAGO ESTRADA",54,2022,2,29/07/2022
88880,"GC003","S","DON SANTIAGO ESTRADA",54,2022,2,29/07/2022
88880,"GC005","S","DON SANTIAGO ESTRADA",54,2022,2,29/12/2022
88880,"GC007","S","DON SANTIAGO ESTRADA",54,2022,2,06/12/2022
95372,"GA001","S","PTE. HIPOLITO YRIGOYEN",54,2022,2,07/07/2022
95372,"GA004","S","PTE. HIPOLITO YRIGOYEN",54,2022,2,02/12/2022
101051,"16225","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16256","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16257","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16258","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16259","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16260","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16261","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16262","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16263","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16264","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16265","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16266","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16267","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16268","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16269","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16270","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16271","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16272","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"16273","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
101051,"E0499","S","COLEGIO POLIMODAL N 008",54,2022,9,06/04/2022
14457,"HI004","S","PERITO FRANCISCO MORENO",54,2022,2,09/12/2022
117329,"16257","S","JULIO CORTAZAR",54,2022,2,17/08/2022
117329,"16258","S","JULIO CORTAZAR",54,2022,2,16/08/2022
81373,"CSB19","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,02/12/2022
81373,"FGB01","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,09/08/2022
117328,"16139","S","ESCUELA DE COMERCIO DR. BENJAMIN ZORRILLA EX NRO. 46",54,2022,2,27/07/2022
78150,"10085-20","S","Liceo Militar Gral.Roca",54,2022,2,03/08/2022
78150,"16138","S","Liceo Militar Gral.Roca",54,2022,2,29/07/2022
78150,"16139","S","Liceo Militar Gral.Roca",54,2022,2,27/07/2022
78150,"16142","S","Liceo Militar Gral.Roca",54,2022,2,22/12/2022
89222,"FA013","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,9,12/08/2022
89222,"FA015","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,9,30/11/2022
89222,"FA023","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,9,15/12/2022
89222,"FI001","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,9,15/12/2022
89222,"SI018","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,9,06/07/2022
117319,"16225","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16256","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16257","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16258","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16259","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16260","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16261","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16262","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16263","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16264","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16265","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16266","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16267","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16268","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16269","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16270","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16271","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16272","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16273","S","E.M.A.L.",54,2022,2,06/04/2022
117319,"16276","S","E.M.A.L.",54,2022,2,26/07/2022
117319,"E0499","S","E.M.A.L.",54,2022,2,06/04/2022
77537,"FGB03","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,29/07/2022
77537,"HI010","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,28/06/2022
77537,"HIB06","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,30/06/2022
77537,"HIB16","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,01/06/2022
77537,"HIB17","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,30/05/2022
77537,"HIB20","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,12/08/2022
77537,"HIB24","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,02/12/2022
77537,"HI010","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,28/06/2022
77537,"HI028","S","COLEGIO SAN FCO.DE XABIER",54,2022,4,02/12/2022
76585,"CS010","S","ESCUELA NIVEL POLIMODAL N° 720",54,2022,4,17/03/2022
76585,"CS019","S","ESCUELA NIVEL POLIMODAL N° 720",54,2022,4,22/04/2022
83010,"030","S","INSTITUTO DON BOSCO",54,2022,5,03/02/2022
14032,"011","S","OTROS",54,2022,5,07/06/2022
14032,"031","S","OTROS",54,2022,5,06/12/2022
74483,"A01","S","COLEGIO NACIONAL DE TRELEW",54,2022,5,10/03/2022
74483,"A02","S","COLEGIO NACIONAL DE TRELEW",54,2022,5,10/03/2022
74483,"A03","S","COLEGIO NACIONAL DE TRELEW",54,2022,5,10/03/2022
74483,"A05","S","COLEGIO NACIONAL DE TRELEW",54,2022,5,10/03/2022
74483,"A07","S","COLEGIO NACIONAL DE TRELEW",54,2022,5,09/08/2022
74483,"A08","S","COLEGIO NACIONAL DE TRELEW",54,2022,5,29/07/2022
69297,"A02","S","INSTITUTO WILLIAM CASE MORRIS",54,2022,5,10/03/2022
82419,"020","S","PENINSULA VALDEZ PATRIMONIO NATURAL DE LA HUMANIDAD",54,2022,4,07/02/2022
82419,"024","S","PENINSULA VALDEZ PATRIMONIO NATURAL DE LA HUMANIDAD",54,2022,4,29/07/2022
82419,"026","S","PENINSULA VALDEZ PATRIMONIO NATURAL DE LA HUMANIDAD",54,2022,4,29/07/2022
113493,"16258","S","DR. NÉSTOR CARLOS KIRCHNER",54,2022,2,06/12/2022
42263,"A01","S","OTROS",54,2022,5,10/03/2022
42263,"A02","S","OTROS",54,2022,5,10/03/2022
42263,"A03","S","OTROS",54,2022,5,10/03/2022
79750,"027","S","OTROS",54,2022,5,30/06/2022
75317,"A01","S","OTROS",54,2022,5,25/07/2022
115288,"CE001","S","INSTITUTO EVA G. F. DE PINTO",54,2022,2,03/12/2022
115288,"CE002","S","INSTITUTO EVA G. F. DE PINTO",54,2022,2,30/11/2022
115288,"CE003","S","INSTITUTO EVA G. F. DE PINTO",54,2022,2,07/12/2022
115288,"CE004","S","INSTITUTO EVA G. F. DE PINTO",54,2022,2,07/12/2022
115288,"CE005","S","INSTITUTO EVA G. F. DE PINTO",54,2022,2,07/12/2022
115288,"CE006","S","INSTITUTO EVA G. F. DE PINTO",54,2022,2,05/12/2022
115288,"CE007","S","INSTITUTO EVA G. F. DE PINTO",54,2022,2,14/12/2022
48267,"A01","S","OTROS",54,2022,5,25/07/2022
48267,"A02","S","OTROS",54,2022,5,03/08/2022
113597,"TU001","S","COLEGIO N° 785",54,2022,2,08/12/2022
113597,"TU002","S","COLEGIO N° 785",54,2022,2,09/12/2022
113597,"TU001","S","COLEGIO N° 785",54,2022,2,08/12/2022
113597,"TU002","S","COLEGIO N° 785",54,2022,2,09/12/2022
61018,"A01","S","OTROS",54,2022,5,10/03/2022
61018,"A02","S","OTROS",54,2022,5,10/03/2022
75317,"A05","S","OTROS",54,2022,5,21/12/2022
79587,"TMC1","S","OTROS",54,2022,2,02/05/2022
79587,"TMC12","S","OTROS",54,2022,2,28/10/2022
79587,"TMC2","S","OTROS",54,2022,2,02/05/2022
79587,"TMC4","S","OTROS",54,2022,2,21/06/2022
79587,"TMC5","S","OTROS",54,2022,2,21/06/2022
79587,"TMC9","S","OTROS",54,2022,2,28/10/2022
101103,"TU001","S","COLEGIO N° 746",54,2022,2,06/12/2022
101103,"TU003","S","COLEGIO N° 746",54,2022,2,02/12/2022
101103,"TU004","S","COLEGIO N° 746",54,2022,2,14/12/2022
101103,"TU005","S","COLEGIO N° 746",54,2022,2,29/11/2022
101103,"TU033","S","COLEGIO N° 746",54,2022,2,02/06/2022
117305,"GC003","S","COLEGIO AVIADORES DE MALVINAS",54,2022,2,29/07/2022
94315,"TU011","S","Colegio Univers.Patagonico",54,2022,2,12/12/2022
8538,"A01","S","COLEGIO PROVINCIAL N° 763",54,2022,5,10/03/2022
8538,"A02","S","COLEGIO PROVINCIAL N° 763",54,2022,5,12/08/2022
8538,"A03","S","COLEGIO PROVINCIAL N° 763",54,2022,5,16/08/2022
108113,"TU001","S","AVIADORES DE MALVINAS",54,2022,2,08/12/2022
103885,"TU001","S","ESCUELA PROVINCIAL N° 751",54,2022,2,08/12/2022
103885,"TU002","S","ESCUELA PROVINCIAL N° 751",54,2022,2,09/12/2022
103885,"TU003","S","ESCUELA PROVINCIAL N° 751",54,2022,2,12/12/2022
103885,"TU005","S","ESCUELA PROVINCIAL N° 751",54,2022,2,19/12/2022
113151,"10086","S","DR. PASTOR SCHNEIDER",54,2022,2,18/10/2022
113151,"11008","S","DR. PASTOR SCHNEIDER",54,2022,2,07/12/2022
115820,"10085","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,03/08/2022
115820,"11008","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,07/12/2022
115820,"10085","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,03/08/2022
115820,"11008","S","COLEGIO N° 704 PREFECTURA NAVAL ARGENTINA",54,2022,2,07/12/2022
115520,"10086","S","ESCUELA FAPE N° 1727",54,2022,2,19/08/2022
115520,"12002","S","ESCUELA FAPE N° 1727",54,2022,2,25/10/2022
115520,"16182","S","ESCUELA FAPE N° 1727",54,2022,2,12/12/2022
111932,"16085","S","COLEGIO SECUNDARIO NRO. 743 (C.R)",54,2022,9,10/02/2022
94315,"TU021","S","Colegio Univers.Patagonico",54,2022,2,24/11/2022
94315,"TU022","S","Colegio Univers.Patagonico",54,2022,2,06/07/2022
94315,"TU023","S","Colegio Univers.Patagonico",54,2022,2,08/08/2022
94315,"TU025","S","Colegio Univers.Patagonico",54,2022,2,11/08/2022
101639,"CSB03","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,11/08/2022
101639,"CSB06","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,01/11/2022
101639,"CSB10","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,15/12/2022
101639,"CSB17","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,16/12/2022
101639,"CSB19","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,02/12/2022
101639,"CSB37","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,02/06/2022
117310,"16257","S","GRAN MALVINA",54,2022,2,07/12/2022
81848,"A01","S","BACHILLERATO CON ORENTACION LABORAL POLIVALENTE NRO. 12",54,2022,5,01/04/2022
81848,"A02","S","BACHILLERATO CON ORENTACION LABORAL POLIVALENTE NRO. 12",54,2022,5,01/04/2022
81848,"A06","S","BACHILLERATO CON ORENTACION LABORAL POLIVALENTE NRO. 12",54,2022,5,01/04/2022
101639,"CSB03","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,11/08/2022
101639,"CSB06","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,01/11/2022
101639,"CSB10","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,15/12/2022
101639,"CSB17","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,16/12/2022
101639,"CSB19","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,02/12/2022
101639,"CSB23","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,08/08/2022
101639,"CSB24","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,12/12/2022
101639,"CSB26","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,22/11/2022
101639,"CSB37","S","COLEGIO UNIVERSITARIO PATAGÓNICO",54,2022,2,02/06/2022
117304,"CSB03","S","PTE. HIPOLITO YRIGOYEN",54,2022,2,19/08/2022
117304,"CSB31","S","PTE. HIPOLITO YRIGOYEN",54,2022,2,27/10/2022
78361,"HIB15","S","DOCTOR RENE GERONIMO FAVALORO",54,2022,4,22/02/2022
58994,"021","S","PRESIDENTE DE LA NACION DR. ARTURO ILLIA",54,2022,5,10/08/2022
48001,"017","S","OTROS",54,2022,5,02/08/2022
18304,"012","S","OTROS",54,2022,5,12/12/2022
117181,"IF001","S","INSTITUTO DON BOSCO",54,2022,2,04/07/2022
117181,"IF002","S","INSTITUTO DON BOSCO",54,2022,2,29/07/2022
80462,"A01","S","ESCUELA PROVINCIAL N° 751",54,2022,5,10/03/2022
80462,"A02","S","ESCUELA PROVINCIAL N° 751",54,2022,5,10/03/2022
115273,"FA007","S","JULIO CORTAZAR",54,2022,2,19/05/2022
115273,"IF001","S","JULIO CORTAZAR",54,2022,2,29/07/2022
115273,"IF002","S","JULIO CORTAZAR",54,2022,2,04/07/2022
115273,"IF003","S","JULIO CORTAZAR",54,2022,2,23/11/2022
115273,"MA045","S","JULIO CORTAZAR",54,2022,2,18/04/2022
115273,"MA046","S","JULIO CORTAZAR",54,2022,2,18/04/2022
28837,"A06","S","OTROS",54,2022,5,09/05/2022
116730,"FGB01","S","COLEGIO N° 789",54,2022,2,15/12/2022
116730,"HIB01","S","COLEGIO N° 789",54,2022,2,28/07/2022
116730,"HIB02","S","COLEGIO N° 789",54,2022,2,28/07/2022
116730,"HIB04","S","COLEGIO N° 789",54,2022,2,29/11/2022
78361,"HIB18","S","DOCTOR RENE GERONIMO FAVALORO",54,2022,4,15/04/2022
78361,"HIB21","S","DOCTOR RENE GERONIMO FAVALORO",54,2022,4,22/04/2022
78361,"HIB22","S","DOCTOR RENE GERONIMO FAVALORO",54,2022,4,19/04/2022
78361,"HIB23","S","DOCTOR RENE GERONIMO FAVALORO",54,2022,4,08/03/2022
78361,"ID008","S","DOCTOR RENE GERONIMO FAVALORO",54,2022,4,03/03/2022
78361,"SOB01","S","DOCTOR RENE GERONIMO FAVALORO",54,2022,4,30/05/2022
47099,"FGB01","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"FGB03","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"FGB04","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"FGB05","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"FGB08","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB01","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB03","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB04","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB05","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB06","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,03/12/2022
47099,"GEB08","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB09","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB11","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB12","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB15","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB16","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB17","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB18","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB19","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB20","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB22","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,24/08/2022
47099,"GEB23","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB28","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB29","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB34","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB35","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"GEB36","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
47099,"SOB01","S","ESCUELA  AGROTECNICA DE NIVEL MEDIO N° 740",54,2022,9,01/06/2022
86361,"018","S","COLEGIO PROVINCIAL NRO 710",54,2022,4,25/07/2022
75855,"028","S","ESCUELA PROVINCIAL N° 751",54,2022,5,07/07/2022
75855,"030","S","ESCUELA PROVINCIAL N° 751",54,2022,5,17/08/2022
53841,"018","S","OTROS",54,2022,5,07/07/2022
53841,"020","S","OTROS",54,2022,5,07/02/2022
53841,"021","S","OTROS",54,2022,5,06/12/2022
86361,"028","S","COLEGIO PROVINCIAL NRO 710",54,2022,4,15/12/2022
74636,"028","S","COLEGIO PROV.DE EDUCACION POLIMODAL N° 24 17 DE AGOSTO",54,2022,4,25/07/2022
89381,"MA045","S","COLEGIO SECUNDARIO NRO. 737 (C.R)",54,2022,9,16/05/2022
61088,"015","S","OTROS",54,2022,5,17/02/2022
61088,"016","S","OTROS",54,2022,5,15/09/2022
79623,"016","S","JULIO CORTAZAR",54,2022,5,11/08/2022
