"idpersona","cod_materia","aprueba","nombrecolegio","idpais","anio","idtipoalumno","fecha_examen"
65590,"A01","S","ALFONSINA STORNI",54,2022,5,01/04/2022
112961,"131","S","COLEGIO N° 735",54,2022,2,14/12/2022
112936,"131","S","COLEGIO N° 735",54,2022,2,14/12/2022
112900,"X","S","COLEGIO FRANCISCO PASCASIO MORENO",54,2022,2,14/12/2022
112900,"X","S","COLEGIO FRANCISCO PASCASIO MORENO",54,2022,2,16/12/2022
112949,"X","S","PADRE URBANO SALORT",54,2022,2,24/08/2022
112949,"X","S","PADRE URBANO SALORT",54,2022,2,14/12/2022
112949,"X","S","PADRE URBANO SALORT",54,2022,2,16/12/2022
112962,"131","S","COLEGIO N° 746",54,2022,2,06/12/2022
112962,"141","S","COLEGIO N° 746",54,2022,2,31/08/2022
112962,"151","S","COLEGIO N° 746",54,2022,2,01/12/2022
112962,"161","S","COLEGIO N° 746",54,2022,2,30/11/2022
112941,"X","S","COLEGIO PROV.DE EDUCACION POLIMODAL N° 12 DR. M.CASTULO PAR",54,2022,2,14/12/2022
112916,"X","S","COLEGIO SECUNDARIO SAN JOSE OBRERO",54,2022,2,30/11/2022
112916,"X","S","COLEGIO SECUNDARIO SAN JOSE OBRERO",54,2022,2,06/12/2022
112916,"X","S","COLEGIO SECUNDARIO SAN JOSE OBRERO",54,2022,2,14/12/2022
112964,"131","S","COLEGIO N° 798",54,2022,2,06/12/2022
112917,"X","S","RAQUEL CHATTAH DE BEC",54,2022,2,30/06/2022
112917,"X","S","RAQUEL CHATTAH DE BEC",54,2022,2,24/11/2022
112917,"X","S","RAQUEL CHATTAH DE BEC",54,2022,2,28/11/2022
112917,"X","S","RAQUEL CHATTAH DE BEC",54,2022,2,30/11/2022
112895,"X","S","COLEGIO NRO. 776",54,2022,2,24/11/2022
112942,"131","S","ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO)",54,2022,2,06/12/2022
112942,"141","S","ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO)",54,2022,2,17/08/2022
112942,"161","S","ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO)",54,2022,2,30/11/2022
109682,"161","S","COLEGIO SECUNDARIO NRO. 743 (C.R)",54,2022,2,30/11/2022
85976,"131","S","ESCUELA DE FORMACIÓN LABORAL SAN JOSE OBRERO",54,2022,2,06/12/2022
85976,"141","S","ESCUELA DE FORMACIÓN LABORAL SAN JOSE OBRERO",54,2022,2,14/12/2022
85976,"151","S","ESCUELA DE FORMACIÓN LABORAL SAN JOSE OBRERO",54,2022,2,01/12/2022
112967,"121","S","ESCUELA MUTUALISTA A.M.S.E",54,2022,2,23/06/2022
112967,"131","S","ESCUELA MUTUALISTA A.M.S.E",54,2022,2,18/10/2022
112967,"141","S","ESCUELA MUTUALISTA A.M.S.E",54,2022,2,30/11/2022
112967,"161","S","ESCUELA MUTUALISTA A.M.S.E",54,2022,2,01/07/2022
112918,"121","S","COLEGIO NRO. 776",54,2022,2,24/11/2022
112928,"121","S","JULIO CORTAZAR",54,2022,2,24/11/2022
112928,"131","S","JULIO CORTAZAR",54,2022,2,16/12/2022
112928,"161","S","JULIO CORTAZAR",54,2022,2,30/11/2022
112905,"131","S","ESCUELA PROVINCIAL N° 768",54,2022,2,23/08/2022
112905,"161","S","ESCUELA PROVINCIAL N° 768",54,2022,2,05/12/2022
112950,"X","S","JULIO CORTAZAR",54,2022,2,24/11/2022
112950,"X","S","JULIO CORTAZAR",54,2022,2,14/12/2022
112914,"X","S","DR. LUIS F. LELOIR",54,2022,2,30/06/2022
112914,"X","S","DR. LUIS F. LELOIR",54,2022,2,24/11/2022
112926,"X","S","JULIO CORTAZAR",54,2022,2,24/11/2022
112926,"X","S","JULIO CORTAZAR",54,2022,2,28/11/2022
112926,"X","S","JULIO CORTAZAR",54,2022,2,30/11/2022
112926,"X","S","JULIO CORTAZAR",54,2022,2,14/12/2022
112906,"141","S","ALFONSINA STORNI",54,2022,2,30/11/2022
112906,"161","S","ALFONSINA STORNI",54,2022,2,01/07/2022
67164,"16301-24","S","DR. JULIAN RIPA",54,2022,2,30/11/2022
112985,"A01","S","INSTITUTO NUESTRA SEÑORA DEL ROSARIO DE FATIMA",54,2022,2,25/07/2022
113006,"A01","S","COLEGIO N° 7707",54,2022,2,25/07/2022
113006,"A02","S","COLEGIO N° 7707",54,2022,2,11/11/2022
113006,"A03","S","COLEGIO N° 7707",54,2022,2,18/08/2022
103769,"131","S","INSTITUTO MARTIN RIVADAVIA",54,2022,2,06/12/2022
103769,"151","S","INSTITUTO MARTIN RIVADAVIA",54,2022,2,01/12/2022
113003,"X","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 42",54,2022,2,27/07/2022
113003,"X","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 42",54,2022,2,30/11/2022
113003,"X","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 42",54,2022,2,06/12/2022
113027,"141","S","GREGORIO MAYO",54,2022,2,24/08/2022
112974,"X","S","ESCUELA DE FORMACIÓN LABORAL SAN JOSE OBRERO",54,2022,2,06/12/2022
113004,"131","S","GRAN MALVINA",54,2022,2,06/12/2022
105211,"X","S","DR. LUIS F. LELOIR",54,2022,2,24/11/2022
112978,"X","S","LEANDRO N. ALEM",54,2022,2,23/06/2022
112978,"X","S","LEANDRO N. ALEM",54,2022,2,01/07/2022
112978,"X","S","LEANDRO N. ALEM",54,2022,2,04/07/2022
112977,"X","S","LEANDRO N. ALEM",54,2022,2,23/06/2022
112977,"X","S","LEANDRO N. ALEM",54,2022,2,04/07/2022
112990,"161","S","DR. PASTOR SCHNEIDER",54,2022,2,30/11/2022
112976,"121","S","DR. LUIS F. LELOIR",54,2022,2,24/11/2022
111063,"X","S","LEANDRO N. ALEM",54,2022,2,30/06/2022
111063,"X","S","LEANDRO N. ALEM",54,2022,2,24/11/2022
111063,"X","S","LEANDRO N. ALEM",54,2022,2,30/11/2022
113016,"A01","S","DR. JULIAN RIPA",54,2022,2,08/07/2022
113016,"A02","S","DR. JULIAN RIPA",54,2022,2,29/07/2022
113016,"A03","S","DR. JULIAN RIPA",54,2022,2,04/07/2022
113016,"A04","S","DR. JULIAN RIPA",54,2022,2,16/12/2022
113016,"A06","S","DR. JULIAN RIPA",54,2022,2,07/12/2022
113069,"A01","S","COLEGIO NACIONAL DE TRELEW",54,2022,2,26/07/2022
113069,"A02","S","COLEGIO NACIONAL DE TRELEW",54,2022,2,03/08/2022
113069,"A03","S","COLEGIO NACIONAL DE TRELEW",54,2022,2,16/08/2022
113069,"A05","S","COLEGIO NACIONAL DE TRELEW",54,2022,2,21/12/2022
113071,"ID001","S","Colegio Secundario Rural 7725",54,2022,2,22/11/2022
65590,"A02","S","ALFONSINA STORNI",54,2022,5,01/04/2022
65590,"A03","S","ALFONSINA STORNI",54,2022,5,01/04/2022
65590,"A04","S","ALFONSINA STORNI",54,2022,5,01/04/2022
65590,"A05","S","ALFONSINA STORNI",54,2022,5,01/04/2022
65590,"A06","S","ALFONSINA STORNI",54,2022,5,01/04/2022
65590,"A07","S","ALFONSINA STORNI",54,2022,5,01/04/2022
65590,"A09","S","ALFONSINA STORNI",54,2022,5,01/04/2022
65590,"A11","S","ALFONSINA STORNI",54,2022,5,01/04/2022
65590,"A12","S","ALFONSINA STORNI",54,2022,5,01/04/2022
70066,"A01","S","ALFONSINA STORNI",54,2022,5,01/04/2022
112673,"16139","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,2,27/07/2022
109256,"16085","S","COLEGIO N° 796",54,2022,2,23/11/2022
113049,"16139","S","COLEGIO N° 746",54,2022,2,20/10/2022
113065,"16257","S","ESCUELA PROVINCIAL N° 764",54,2022,2,07/12/2022
113065,"16258","S","ESCUELA PROVINCIAL N° 764",54,2022,2,27/07/2022
113065,"16259","S","ESCUELA PROVINCIAL N° 764",54,2022,2,15/12/2022
113070,"16138","S","ESCUELA ADVENTISTA FRANCISCO RAMOS MEJÍA",54,2022,2,22/08/2022
113070,"16139","S","ESCUELA ADVENTISTA FRANCISCO RAMOS MEJÍA",54,2022,2,27/07/2022
113070,"E0508","S","ESCUELA ADVENTISTA FRANCISCO RAMOS MEJÍA",54,2022,2,05/08/2022
113210,"A02","S","ESCUELA SECUNDARIA NRO. 24",54,2022,2,08/09/2022
113210,"A03","S","ESCUELA SECUNDARIA NRO. 24",54,2022,2,18/11/2022
92936,"X","S","CENTRO DE EDUCACION MEDIA NRO.14 MIGUEL GONZÁLEZ MURéA",54,2022,2,23/06/2022
92936,"X","S","CENTRO DE EDUCACION MEDIA NRO.14 MIGUEL GONZÁLEZ MURéA",54,2022,2,01/07/2022
112908,"121","S","RAQUEL CHATTAH DE BEC",54,2022,2,24/11/2022
112908,"161","S","RAQUEL CHATTAH DE BEC",54,2022,2,30/11/2022
112960,"121","S","ESCUELA N° 7721",54,2022,2,24/11/2022
110140,"16225","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16256","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16257","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16258","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16259","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16260","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16261","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16262","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16263","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16264","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16265","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16266","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16267","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16268","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16269","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16270","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16271","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16272","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16273","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
110140,"16275","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,08/07/2022
110140,"16276","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,26/07/2022
110140,"16278","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,01/12/2022
110140,"E0499","S","ESCUELA DE EDUCACION TECNICA DOCTOR J.CASTELLANOS EX NRO. 2",54,2022,9,06/04/2022
70066,"A02","S","ALFONSINA STORNI",54,2022,5,01/04/2022
70066,"A06","S","ALFONSINA STORNI",54,2022,5,01/04/2022
70066,"A12","S","ALFONSINA STORNI",54,2022,5,01/04/2022
113216,"CE001","S","COLEGIO N° 735",54,2022,2,03/12/2022
110138,"16225","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16256","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,25/04/2022
110138,"16257","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,25/04/2022
110138,"16258","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16259","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16260","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16261","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16262","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16263","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16264","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16266","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16267","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16268","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16269","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16270","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16271","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16272","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
110138,"16273","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,25/04/2022
110138,"16275","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,08/07/2022
110138,"16276","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,25/08/2022
110138,"E0499","S","ESCUELA DE COMERCIO DR.ARTURO ILLIA EX NRO. 75",54,2022,2,06/04/2022
113112,"10085-20","S","EPES N° 22 ""MALVINAS ARGENTINAS""",54,2022,2,16/08/2022
113112,"16138","S","EPES N° 22 ""MALVINAS ARGENTINAS""",54,2022,2,29/07/2022
113112,"16139","S","EPES N° 22 ""MALVINAS ARGENTINAS""",54,2022,2,27/07/2022
108948,"TU001","S","ALFONSINA STORNI",54,2022,2,08/12/2022
108948,"TU003","S","ALFONSINA STORNI",54,2022,2,12/12/2022
112514,"16257","S","ESCUELA PROVINCIAL N° 745",54,2022,2,17/08/2022
112514,"16258","S","ESCUELA PROVINCIAL N° 745",54,2022,2,16/08/2022
112514,"16259","S","ESCUELA PROVINCIAL N° 745",54,2022,2,05/12/2022
112514,"16260","S","ESCUELA PROVINCIAL N° 745",54,2022,2,06/12/2022
113145,"16085","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,2,23/11/2022
113143,"MA001","S","ESCUELA N° 7721",54,2022,2,16/12/2022
113168,"FA007","S","PUERTO ARGENTINO",54,2022,2,22/06/2022
113176,"FA007","S","ESCUELA INDUSTRIAL N° 1 GRAL.ENRIQUE MOSCONI",54,2022,2,23/11/2022
113138,"10085-20","S","GUARDACOSTAS RÍO IGUAZÚ",54,2022,2,03/08/2022
113138,"16138","S","GUARDACOSTAS RÍO IGUAZÚ",54,2022,2,22/08/2022
113138,"16139","S","GUARDACOSTAS RÍO IGUAZÚ",54,2022,2,27/07/2022
113138,"E0508","S","GUARDACOSTAS RÍO IGUAZÚ",54,2022,2,05/08/2022
110158,"A01","S","CABO BOMBERO VOLUNTARIO JUAN MANUEL PASSERINNI",54,2022,2,25/07/2022
113171,"MA002","S","CIUDAD DE YAPEYU",54,2022,2,16/08/2022
113175,"16225","S","DR. PASTOR SCHNEIDER",54,2022,2,15/12/2022
113175,"16257","S","DR. PASTOR SCHNEIDER",54,2022,2,04/08/2022
113175,"16258","S","DR. PASTOR SCHNEIDER",54,2022,2,16/08/2022
113175,"16259","S","DR. PASTOR SCHNEIDER",54,2022,2,05/12/2022
113175,"16260","S","DR. PASTOR SCHNEIDER",54,2022,2,06/12/2022
113137,"10085-20","S","COLEGIO SAGRADA FAMILIA (EX JUAN XXIII)",54,2022,2,03/08/2022
113137,"16137","S","COLEGIO SAGRADA FAMILIA (EX JUAN XXIII)",54,2022,2,29/07/2022
113137,"16138","S","COLEGIO SAGRADA FAMILIA (EX JUAN XXIII)",54,2022,2,29/07/2022
113137,"16139","S","COLEGIO SAGRADA FAMILIA (EX JUAN XXIII)",54,2022,2,27/07/2022
113137,"16142","S","COLEGIO SAGRADA FAMILIA (EX JUAN XXIII)",54,2022,2,22/12/2022
113137,"E0508","S","COLEGIO SAGRADA FAMILIA (EX JUAN XXIII)",54,2022,2,05/08/2022
113184,"10086","S","INSTITUTO SAGRADA FAMILIA",54,2022,2,19/08/2022
113218,"FA007","S","LEANDRO N.ALEM",54,2022,2,29/07/2022
113218,"IF002","S","LEANDRO N.ALEM",54,2022,2,14/12/2022
113216,"CE002","S","COLEGIO N° 735",54,2022,2,21/12/2022
113216,"CE003","S","COLEGIO N° 735",54,2022,2,07/09/2022
113216,"CE004","S","COLEGIO N° 735",54,2022,2,07/12/2022
113216,"CE005","S","COLEGIO N° 735",54,2022,2,07/12/2022
113216,"CE006","S","COLEGIO N° 735",54,2022,2,05/12/2022
113216,"CE007","S","COLEGIO N° 735",54,2022,2,14/12/2022
112241,"GC001","S","INSTITUTO FUNDADOR DON FRANCISCO DE MERLO",54,2022,2,04/08/2022
112241,"GC002","S","INSTITUTO FUNDADOR DON FRANCISCO DE MERLO",54,2022,2,29/07/2022
112241,"GC003","S","INSTITUTO FUNDADOR DON FRANCISCO DE MERLO",54,2022,2,29/07/2022
112241,"GC004","S","INSTITUTO FUNDADOR DON FRANCISCO DE MERLO",54,2022,2,29/12/2022
112241,"GC005","S","INSTITUTO FUNDADOR DON FRANCISCO DE MERLO",54,2022,2,29/12/2022
112241,"GC007","S","INSTITUTO FUNDADOR DON FRANCISCO DE MERLO",54,2022,2,06/12/2022
112241,"GC028","S","INSTITUTO FUNDADOR DON FRANCISCO DE MERLO",54,2022,2,18/12/2022
113259,"MA002","S","FRANCISCO EDUARDO GILARDONI",54,2022,2,29/09/2022
113343,"FA007","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,23/11/2022
113177,"TS002","S","ESCUELA PROVINCIAL N° 745",54,2022,2,27/12/2022
113177,"TS003","S","ESCUELA PROVINCIAL N° 745",54,2022,2,05/12/2022
113177,"TS004","S","ESCUELA PROVINCIAL N° 745",54,2022,2,12/12/2022
113199,"121","S","DON SANTIAGO ESTRADA",54,2022,2,24/11/2022
106811,"121","S","COLEGIO N° 775",54,2022,2,23/06/2022
106811,"131","S","COLEGIO N° 775",54,2022,2,23/08/2022
113161,"A01","S","COLEGIO N° 735",54,2022,2,08/07/2022
113161,"A03","S","COLEGIO N° 735",54,2022,2,04/07/2022
113104,"16291-24","S","JUAN ABDALA CHAYEP",54,2022,2,08/07/2022
113165,"GC001","S","INSTITUTO DEL PRADO",54,2022,2,04/08/2022
113165,"GC002","S","INSTITUTO DEL PRADO",54,2022,2,29/07/2022
113224,"16291-24","S","FRANCISCO E. GILARDONI",54,2022,2,08/07/2022
113224,"16293-24","S","FRANCISCO E. GILARDONI",54,2022,2,01/12/2022
113204,"A02","S","INSTITUTO MARIA AUXILIADORA",54,2022,2,04/08/2022
113231,"16257","S","ARA PUNTA MÉDANOS  N° 7702",54,2022,2,07/12/2022
113201,"FA007","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 45",54,2022,2,23/11/2022
113201,"MA001","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 45",54,2022,2,27/10/2022
113201,"MA002","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 45",54,2022,2,16/08/2022
113201,"QU001","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 45",54,2022,2,05/12/2022
113262,"10085","S","DR. PASTOR SCHNEIDER",54,2022,2,03/08/2022
113262,"11008","S","DR. PASTOR SCHNEIDER",54,2022,2,17/08/2022
113262,"16085","S","DR. PASTOR SCHNEIDER",54,2022,2,23/11/2022
113172,"HI001","S","ARA PUNTA MÉDANOS  N° 7702",54,2022,2,05/08/2022
113172,"HI002","S","ARA PUNTA MÉDANOS  N° 7702",54,2022,2,26/09/2022
113172,"HI004","S","ARA PUNTA MÉDANOS  N° 7702",54,2022,2,09/12/2022
113211,"10085-20","S","GOBERNADOR FONTANA",54,2022,2,18/10/2022
113211,"16138","S","GOBERNADOR FONTANA",54,2022,2,29/07/2022
113211,"16139","S","GOBERNADOR FONTANA",54,2022,2,27/07/2022
113211,"E0508","S","GOBERNADOR FONTANA",54,2022,2,05/08/2022
113188,"LEB02","S","ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO)",54,2022,2,27/07/2022
113188,"LEB23","S","ESCUELA NRO. 718 (ORIENTACIÓN TÉCNICO EN TURISMO)",54,2022,2,02/06/2022
113343,"MA001","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,08/07/2022
113343,"MA002","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,16/08/2022
113277,"10085","S","CIUDAD DE YAPEYU",54,2022,2,03/08/2022
113254,"10086","S","CENTRO CULTURAL HAEDO",54,2022,2,19/08/2022
113254,"11008","S","CENTRO CULTURAL HAEDO",54,2022,2,20/12/2022
113254,"12002","S","CENTRO CULTURAL HAEDO",54,2022,2,27/09/2022
113254,"16182","S","CENTRO CULTURAL HAEDO",54,2022,2,12/12/2022
56954,"16225","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16256","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16257","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16258","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16259","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16260","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16261","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16262","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16263","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16264","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16265","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16266","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16267","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16268","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16269","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16270","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16271","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16272","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16273","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
56954,"16275","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,14/09/2022
56954,"16276","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,14/09/2022
56954,"16277","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,14/09/2022
56954,"E0499","S","ESCUELA AGROTÉCNICA N° 733 BENITO OWEN",54,2022,2,06/04/2022
113301,"16225","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
112760,"MA002","S","INSTITUTO SALESIANO DEAN FUNES",54,2022,2,29/07/2022
113278,"HIB01","S","COLEGIO N° 7716",54,2022,2,28/07/2022
113235,"CSB01","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,01/12/2022
113235,"CSB02","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,16/08/2022
113235,"CSB03","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,20/08/2022
113235,"CSB04","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,12/12/2022
113235,"CSB05","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,08/12/2022
113235,"CSB06","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,02/12/2022
113235,"CSB31","S","INSTITUTO SANTO DOMINGO SAVIO",54,2022,2,06/07/2022
113206,"16291-24","S","COLEGIO N° 779",54,2022,2,08/07/2022
113187,"10085-20","S","'INSTITUTO ADVENTISTA CALETA OLIVIA (ESCUELA ADVENTISTA PERITO MORENO",54,2022,2,03/08/2022
113187,"16138","S","'INSTITUTO ADVENTISTA CALETA OLIVIA (ESCUELA ADVENTISTA PERITO MORENO",54,2022,2,29/07/2022
113187,"16139","S","'INSTITUTO ADVENTISTA CALETA OLIVIA (ESCUELA ADVENTISTA PERITO MORENO",54,2022,2,27/07/2022
113250,"16139","S","PRÓSPERO PALAZZO",54,2022,2,27/07/2022
113223,"10085-20","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 48",54,2022,2,03/08/2022
113223,"16137","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 48",54,2022,2,19/08/2022
113223,"16138","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 48",54,2022,2,29/07/2022
113223,"16139","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 48",54,2022,2,27/07/2022
113223,"16142","S","COLEGIO PROV. DE EDUCACION SECUNDARIA N° 48",54,2022,2,22/12/2022
113301,"16256","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
113301,"16257","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
113301,"16258","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
113301,"16259","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
113301,"16260","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
113301,"16261","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
113301,"16262","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
113301,"16263","S","COLEGIO POLIMODAL ""PIRAGINE NIVEYRO""",54,2022,2,06/04/2022
